company,sources,industry,headquarters
SL Science Holding Ltd,sec_edgar,,
Reece Limited/ADR,"sec_edgar,sec_edgar",,
Gigabit Inc.,sec_edgar,,
Guident Corp.,sec_edgar,,
Maywood Acquisition Corp. 2,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Tamarack Valley Energy Ltd./ADR,"sec_edgar,sec_edgar",,
VusionGroup,"sec_edgar,sec_edgar",,
Capstone Copper Corp./ADR,"sec_edgar,sec_edgar",,
Hansoh Pharmaceutical Group Co Limited/ADR,"sec_edgar,sec_edgar",,
DAVION HEALTHCARE PLC,sec_edgar,,
"Applied Aerospace & Defense, Inc.",sec_edgar,,
GSR V Acquisition Corp.,"sec_edgar,sec_edgar",,
FortuneX Acquisition Corp,"sec_edgar,sec_edgar",,
"Beijing Haizhi Technology Group Co., Ltd./ADR",sec_edgar,,
Jones Ventures INTL Acquisition1 Corp,sec_edgar,,
Freedom Metals Acquisition Corp.,sec_edgar,,
"McCarthy Finney, Inc.",sec_edgar,,
Oceanhawk Acquisition Corp.,"sec_edgar,sec_edgar",,
"Seres Group Co., Ltd./ADR",sec_edgar,,
Azbil Corporation/ADR,"sec_edgar,sec_edgar",,
Tarsier Pharma Ltd.,sec_edgar,,
"Unisound AI Technology Co., Ltd./ADR",sec_edgar,,
SMG Swiss Marketplace Group AG/ADR,sec_edgar,,
"Securitize Holdings, Inc.",sec_edgar,,
Einride AB,sec_edgar,,
Greatland Resources Limited/ADR,"sec_edgar,sec_edgar",,
Duality Biotherapeutics Inc/ADR,"sec_edgar,sec_edgar",,
Mitsui-Soko Holdings Co Limited/ADR,"sec_edgar,sec_edgar",,
TCL Electronics Holdings Limited/ADR,"sec_edgar,sec_edgar",,
METRO INC./ADR,sec_edgar,,
GO Residential Real Estate Investment Trust,sec_edgar,,
GreenVector Holdings Ltd,sec_edgar,,
"Salspera, Inc.",sec_edgar,,
Mandatum Oyj/ADR,"sec_edgar,sec_edgar",,
GreenLight Metals Inc.,sec_edgar,,
FS Specialty Lending Fund,sec_edgar,,
HAMA Intelligence Ltd,sec_edgar,,
Northland Power Inc./ADR,"sec_edgar,sec_edgar,sec_edgar",,
Birchcliff Energy Ltd./ADR,"sec_edgar,sec_edgar",,
Grayscale Ethereum Classic Trust (ETC),sec_edgar,,
GraniteShares Gold Trust,sec_edgar,,
GraniteShares Platinum Trust,sec_edgar,,
Principal Real Asset Fund,"sec_edgar,sec_edgar",,
Lendbuzz Inc.,sec_edgar,,
Grayscale Bitcoin Cash Trust (BCH),sec_edgar,,
iShares Gold Trust Micro,sec_edgar,,
Daura Capital Corp.,sec_edgar,,
Harrison Street Infrastructure Income Fund,sec_edgar,,
"DCFC Holdings, LLC",sec_edgar,,
"Outdoor Specialty Products, Inc.",sec_edgar,,
VanEck Merk Gold ETF,sec_edgar,,
Bluerock Private Real Estate Fund,sec_edgar,,
Central Pattana Public Co Limited/ADR,"sec_edgar,sec_edgar,sec_edgar",,
"Safepoint Holdings, Inc.",sec_edgar,,
GREENLIT VENTURES INC.,"sec_edgar,sec_edgar",,
IPSOS/ADR,"sec_edgar,sec_edgar",,
Grayscale CoinDesk Crypto 5 ETF,sec_edgar,,
"PT Ace Hardware Indonesia, Tbk./ADR",sec_edgar,,
"World Scan Project, Inc.",sec_edgar,,
"Neutron Holdings, Inc.",sec_edgar,,
Franklin Templeton Holdings Trust,sec_edgar,,
"Liftoff Mobile, Inc.",sec_edgar,,
Grayscale Decentraland Trust (MANA),sec_edgar,,
Grayscale Chainlink Trust ETF,sec_edgar,,
Grayscale Basic Attention Token Trust (BAT),sec_edgar,,
Grayscale Litecoin Trust (LTC),sec_edgar,,
Grayscale Zcash Trust (ZEC),sec_edgar,,
Grayscale Horizen Trust (ZEN),sec_edgar,,
Amplify Commodity Trust,"sec_edgar,sec_edgar",,
Grayscale Bitcoin Trust ETF,sec_edgar,,
"Winning Catering Group, Inc.",sec_edgar,,
"Parabilis Medicines, Inc.",sec_edgar,,
Manchester United plc,sec_edgar,,
PT MDS Retailing Tbk/ADR,sec_edgar,,
"Edesa Biotech, Inc.",sec_edgar,,
VS Trust,"sec_edgar,sec_edgar",,
Bumrungrad Hospital Public Co Limited/ADR,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"United States Gasoline Fund, LP",sec_edgar,,
"Brookfield Oaktree Holdings, LLC","sec_edgar,sec_edgar",,
abrdn Platinum ETF Trust,sec_edgar,,
"Citibank,N.A./ADR","sec_edgar,sec_edgar",,
Brookfield Property Partners L.P.,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Melrose Industries Plc/ADR,"sec_edgar,sec_edgar",,
Bitwise 10 Crypto Index ETF,sec_edgar,,
Bitwise Bitcoin ETF,sec_edgar,,
Osprey Bitcoin Trust,sec_edgar,,
Goldman Sachs Physical Gold ETF,sec_edgar,,
DiaSorin SpA/ADR,sec_edgar,,
PREMIUM BRANDS HOLDINGS Corp,"sec_edgar,sec_edgar",,
Eagle Point Institutional Income Fund,sec_edgar,,
Hashdex Commodities Trust,sec_edgar,,
Nevada Organic Phosphate Inc.,sec_edgar,,
TDG Gold Corp.,sec_edgar,,
"Nexscient, Inc.",sec_edgar,,
iShares Bitcoin Trust ETF,sec_edgar,,
Fidelity Ethereum Fund,sec_edgar,,
Inspira Technologies OXY B.H.N. Ltd,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Super Copper Corp.,sec_edgar,,
Galaxy Enterprises Inc. /WY/,sec_edgar,,
Osprey Solana Trust,sec_edgar,,
WisdomTree Bitcoin Fund,sec_edgar,,
AMASS BRANDS,sec_edgar,,
"Clover Biopharmaceuticals, Ltd.",sec_edgar,,
Orion Bliss Corp.,sec_edgar,,
Israel Acquisitions Corp,"sec_edgar,sec_edgar,sec_edgar",,
"DEEP FISSION, INC.",sec_edgar,,
WhiteHawk Income Corp,sec_edgar,,
Lannister Mining Corp.,sec_edgar,,
TIER ONE SILVER INC.,sec_edgar,,
Cannaisseur Group Inc.,sec_edgar,,
XINXU COPPER INDUSTRY TECHNOLOGY Ltd,sec_edgar,,
INNOCAN PHARMA Corp,"sec_edgar,sec_edgar",,
Invesco Galaxy Bitcoin ETF,sec_edgar,,
Ark 21Shares Bitcoin ETF,sec_edgar,,
Saturn Oil & Gas Inc.,"sec_edgar,sec_edgar",,
VanEck Bitcoin ETF,sec_edgar,,
Fidelity Wise Origin Bitcoin Fund,sec_edgar,,
VanEck Ethereum ETF,sec_edgar,,
Osprey Polkadot Trust,sec_edgar,,
Grayscale Solana Staking ETF,sec_edgar,,
Osprey BNB Chain Trust,sec_edgar,,
"Fundrise Innovation Fund, LLC",sec_edgar,,
Grayscale Ethereum Staking ETF,sec_edgar,,
Grayscale Stellar Lumens Trust (XLM),sec_edgar,,
SOCIETY PASS INCORPORATED.,"sec_edgar,sec_edgar",,
Plastic Omnium/ADR,"sec_edgar,sec_edgar",,
"InPoint Commercial Real Estate Income, Inc.","sec_edgar,sec_edgar,sec_edgar",,
CanCambria Energy Corp.,sec_edgar,,
Franklin Templeton Digital Holdings Trust,sec_edgar,,
Invesco Galaxy Ethereum ETF,sec_edgar,,
"DMINT, Inc.",sec_edgar,,
"Kumyang Co., Ltd./ADR",sec_edgar,,
Grayscale Stacks Trust (STX),sec_edgar,,
Guzman y Gomez Ltd,sec_edgar,,
Premium Catering (Holdings) Ltd,sec_edgar,,
TETE Technologies Inc,sec_edgar,,
21Shares Ethereum ETF,sec_edgar,,
Mogotes Metals Inc.,sec_edgar,,
Grayscale Near Trust (NEAR),sec_edgar,,
Kyoto Financial Group Inc/ADR,"sec_edgar,sec_edgar",,
Grayscale Avalanche Staking ETF,sec_edgar,,
Canary Marinade Solana ETF,sec_edgar,,
MiMedia Holdings Inc.,sec_edgar,,
Octave Intelligence plc,"sec_edgar,sec_edgar",,
QDRO Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar",,
"Mitsubishi Gas Chemical Company, Inc./ADR","sec_edgar,sec_edgar",,
BW Industrial Holdings Inc.,sec_edgar,,
ALBERT ORIGIN ACQUISITION Corp,sec_edgar,,
"RiverNorth Long Prime Unicorn Fund 2028, Inc.",sec_edgar,,
"AMATUHI HOLDINGS, INC.",sec_edgar,,
Sienna Senior Living Inc./ADR,"sec_edgar,sec_edgar",,
StorageVault Canada Inc./ADR,"sec_edgar,sec_edgar",,
Wealth Management System Inc.,sec_edgar,,
"Zhejiang Sanhua Intelligent Controls Co., Ltd./ADR",sec_edgar,,
"Tokyo Ohka Kogyo Co., Ltd./ADR","sec_edgar,sec_edgar",,
Canary Staked SUI ETF,sec_edgar,,
PressLogic Inc.,sec_edgar,,
Onward Medical N.V./ADR,"sec_edgar,sec_edgar",,
"Horizon Robotics, Inc./ADR","sec_edgar,sec_edgar",,
Zi Yun Dong Fang Ltd,sec_edgar,,
Digital Domain Holdings Limited/ADR,"sec_edgar,sec_edgar",,
"Independence Power Holdings, Inc.",sec_edgar,,
Grayscale Ethereum Staking Mini ETF,sec_edgar,,
Vizsla Royalties Corp.,"sec_edgar,sec_edgar",,
MADE IN USA INC.,sec_edgar,,
Bitwise Ethereum ETF,sec_edgar,,
KO Gold Inc.,sec_edgar,,
BRB Foods Inc.,sec_edgar,,
TV Channels Network Inc.,sec_edgar,,
FG Holdings Ltd,sec_edgar,,
Grayscale XRP Trust ETF,sec_edgar,,
CGL Logistics Holdings Ltd,sec_edgar,,
COTWO ADVISORS PHYSICAL EUROPEAN CARBON ALLOWANCE TRUST,sec_edgar,,
21Shares XRP ETF,sec_edgar,,
"Magnolia Bancorp, Inc.",sec_edgar,,
Perfect Medical Health Management Ltd./ADR,sec_edgar,,
"IntriEnergy, Inc.",sec_edgar,,
Grayscale Livepeer Trust (LPT),sec_edgar,,
CoinShares Bitcoin ETF,sec_edgar,,
AU Gold Corp.,sec_edgar,,
"Encore Medical, Inc.",sec_edgar,,
Lapco Holdings Limited/ADR,"sec_edgar,sec_edgar",,
"C2 Capital Group, Inc.",sec_edgar,,
Fresh Factory B.C. Ltd.,sec_edgar,,
Sectra AB/ADR,"sec_edgar,sec_edgar",,
PT Dayamitra Telekomunikasi Tbk/ADR,sec_edgar,,
"Gemdale Gold, Inc",sec_edgar,,
Kokusai Electric Corporation/ADR,"sec_edgar,sec_edgar",,
Saputo Inc./ADR,"sec_edgar,sec_edgar",,
PGIM Private Credit Fund,sec_edgar,,
"Forbright, Inc.",sec_edgar,,
ROZE AI INC.,sec_edgar,,
Yangzijiang Shipbuilding Holdings Ltd/ADR,"sec_edgar,sec_edgar",,
BILLION GROUP HOLDINGS Ltd,sec_edgar,,
"DeNA Co., Ltd./ADR","sec_edgar,sec_edgar",,
Hillhouse Frontier Holdings Inc.,sec_edgar,,
Neutrans Inc.,sec_edgar,,
Nightingale Health Plc,"sec_edgar,sec_edgar",,
IDP Education Ltd./ADR,"sec_edgar,sec_edgar",,
Canal Plus SA/ADR,sec_edgar,,
TDE GROUP Ltd,sec_edgar,,
FARLONG HOLDING Corp,sec_edgar,,
Speed Group Holdings Ltd,sec_edgar,,
CH4 Natural Solutions Corp,"sec_edgar,sec_edgar",,
Bitwise Solana Staking ETF,sec_edgar,,
"Lincoln International, Inc.",sec_edgar,,
"Laboratorios Farmaceuticos Rovi, S.A./ADR","sec_edgar,sec_edgar",,
PT Barito Renewables Energy Tbk/ADR,sec_edgar,,
Ultra High Point Holdings Ltd,sec_edgar,,
Optimi Health Corp.,"sec_edgar,sec_edgar",,
"Sugi Holdings Co., Ltd./ADR","sec_edgar,sec_edgar",,
21Shares Solana ETF,sec_edgar,,
"Cortigent, Inc.",sec_edgar,,
MEDI Group Ltd,sec_edgar,,
Island Pharmaceuticals Ltd,sec_edgar,,
"Libera Gaming Operations, Inc",sec_edgar,,
iShares Ethereum Trust ETF,sec_edgar,,
"Pershing Square USA, Ltd.",sec_edgar,,
Nuvau Minerals Corp,sec_edgar,,
Unitrend Entertainment Group Ltd,sec_edgar,,
North Shore Uranium Ltd.,sec_edgar,,
Franklin Ethereum Trust,sec_edgar,,
"First Breach, Inc.",sec_edgar,,
"Invech Holdings, Inc.",sec_edgar,,
VYCOR MEDICAL INC,sec_edgar,,
abrdn Gold ETF Trust,sec_edgar,,
SPDR S&P MIDCAP 400 ETF TRUST,sec_edgar,,
SPDR DOW JONES INDUSTRIAL AVERAGE ETF TRUST,sec_edgar,,
MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1,sec_edgar,,
SOUTH DAKOTA SOYBEAN PROCESSORS LLC,sec_edgar,,
STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A,sec_edgar,,
PPLUS Trust Series GSC-2,sec_edgar,,
SINOVAC BIOTECH LTD,sec_edgar,,
"STRATS(SM) TRUST FOR DOMINION RESOURCES, INC. SECURITIES, SERIES 2005-6",sec_edgar,,
"STRATS(SM) Trust for Goldman Sachs Group Securities, Series 2006-2",sec_edgar,,
"STRATS(SM) Trust for Procter & Gamble Securities, Series 2006-1",sec_edgar,,
Invesco CurrencyShares Canadian Dollar Trust,sec_edgar,,
INVESCO DB US DOLLAR INDEX BEARISH FUND,sec_edgar,,
"ENTERGY TEXAS, INC.",sec_edgar,,
"United States 12 Month Natural Gas Fund, LP",sec_edgar,,
STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III,sec_edgar,,
SPDR S&P 500 ETF TRUST,sec_edgar,,
ANADOLU EFES BIRACILIK VE MALT SANAYI A S/ADR,"sec_edgar,sec_edgar,sec_edgar",,
MAN AHL DIVERSIFIED I LP,sec_edgar,,
Ambow Education Holding Ltd.,sec_edgar,,
abrdn Palladium ETF Trust,sec_edgar,,
"United States Brent Oil Fund, LP",sec_edgar,,
INVESCO DB AGRICULTURE FUND,sec_edgar,,
INVESCO DB BASE METALS FUND,sec_edgar,,
GLADSTONE INVESTMENT CORPORATIONDE,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",sec_edgar,,
Invesco DB Precious Metals Fund,sec_edgar,,
Invesco CurrencyShares British Pound Sterling Trust,sec_edgar,,
Invesco CurrencyShares Japanese Yen Trust,sec_edgar,,
"STRATS SM TRUST FOR WAL-MART STORES, INC. SECURITIES, SERIES 2005-4",sec_edgar,,
"United States 12 Month Oil Fund, LP",sec_edgar,,
ISHARES GOLD TRUST,sec_edgar,,
Invesco DB Commodity Index Tracking Fund,sec_edgar,,
United States Commodity Index Funds Trust,"sec_edgar,sec_edgar",,
"Ascent Solar Technologies, Inc.",sec_edgar,,
Invesco DB Oil Fund,sec_edgar,,
Invesco DB US Dollar Index Bullish Fund,sec_edgar,,
abrdn Silver ETF Trust,sec_edgar,,
World Gold Trust,sec_edgar,,
"STRATS(SM) Trust for Allstate Corp Securities, Series 2006-3",sec_edgar,,
Invesco CurrencyShares Swiss Franc Trust,sec_edgar,,
iShares S&P GSCI Commodity-Indexed Trust,"sec_edgar,sec_edgar",,
Invesco CurrencyShares Euro Trust,sec_edgar,,
Invesco DB Energy Fund,sec_edgar,,
"United States Natural Gas Fund, LP",sec_edgar,,
Great Eastern Holdings Ltd,sec_edgar,,
LEHMAN ABS CORP GOLDMAN SACHS CAP 1 SEC BACKED SER 2004-6,sec_edgar,,
"ENTERGY LOUISIANA, LLC",sec_edgar,,
Invesco CurrencyShares Australian Dollar Trust,sec_edgar,,
iShares Silver Trust,sec_edgar,,
abrdn Precious Metals Basket ETF Trust,sec_edgar,,
"ENTERGY MISSISSIPPI, LLC",sec_edgar,,
"INVESCO QQQ TRUST, SERIES 1",sec_edgar,,
JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND,sec_edgar,,
CHS INC,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Invesco Municipal Opportunity Trust,sec_edgar,,
GEORGIA POWER CO,sec_edgar,,
CONSUMERS ENERGY CO,sec_edgar,,
NORTHFIELD CAPITAL CORP,sec_edgar,,
"United States Oil Fund, LP",sec_edgar,,
STRATS SM TRUST FOR U S CELL CORP SEC SERIES 2004 6,sec_edgar,,
SPDR GOLD TRUST,sec_edgar,,
VOYA CREDIT INCOME FUND,sec_edgar,,
TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,"sec_edgar,sec_edgar",,
Virtus Total Return Fund Inc.,sec_edgar,,
ACCO BRANDS Corp,sec_edgar,,
UNION ELECTRIC CO,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
WOODSIDE ENERGY GROUP LTD,"sec_edgar,sec_edgar",,
Ameren Illinois Co,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,sec_edgar,,
"ENTERGY NEW ORLEANS, LLC","sec_edgar,sec_edgar",,
"ENTERGY ARKANSAS, LLC",sec_edgar,,
CitroTech Inc.,sec_edgar,,
PETROCHINA CO LTD,"sec_edgar,sec_edgar",,
CHINA LIFE INSURANCE CO LTD,"sec_edgar,sec_edgar",,
ABB LTD,"sec_edgar,sec_edgar",,
Industria de Diseno Textil Inditex SA / ADR,sec_edgar,,
BYD CO LTD,sec_edgar,,
L AIR LIQUIDE SA /FI,sec_edgar,,
CHINA PETROLEUM & CHEMICAL CORP,sec_edgar,,
DAIMLER AG,sec_edgar,,
NIPPON TELEGRAPH & TELEPHONE CORP,"sec_edgar,sec_edgar",,
"EIDP, Inc.","sec_edgar,sec_edgar",,
Kering,sec_edgar,,
Glencore plc/ADR,sec_edgar,,
KDDI CORP,sec_edgar,,
WESTPAC BANKING CORP,"sec_edgar,sec_edgar",,
Daikin Industries Ltd,sec_edgar,,
ITOCHU CORP,sec_edgar,,
People's Insurance Co (Group) of China Limited/ADR,sec_edgar,,
CREDIT AGRICOLE S A,sec_edgar,,
ORANGE,"sec_edgar,sec_edgar",,
BANCA MONTE DEI PASCHI DI SIENA SPA,sec_edgar,,
CaixaBank/ADR,sec_edgar,,
COMPAGNIE DE SAINT GOBAIN,sec_edgar,,
TELEFONICA S A,"sec_edgar,sec_edgar",,
Hydro One Ltd,"sec_edgar,sec_edgar",,
Aena S.A./ADR,sec_edgar,,
Sampo OYJ,sec_edgar,,
CANON INC,"sec_edgar,sec_edgar",,
Restaurant Brands International Limited Partnership,sec_edgar,,
H&M HENNES & MAURITZ AB,sec_edgar,,
KYOCERA CORP,"sec_edgar,sec_edgar",,
Sartorius AG/ADR,sec_edgar,,
Porsche Automobil Holding SE / ADR,sec_edgar,,
Santander Bank Polska SA/ADR,"sec_edgar,sec_edgar",,
Spirax-Sarco Engineering PLC/ADR,sec_edgar,,
"Sumitomo Realty & Development Co., Ltd./ADR",sec_edgar,,
CHINA SOUTHERN AIRLINES CO LTD,sec_edgar,,
SHIONOGI & CO LTD,sec_edgar,,
SOLVAY S A /ADR/,sec_edgar,,
Navios Maritime Holdings Inc.,"sec_edgar,sec_edgar",,
"Shin-Etsu Chemical Co., Ltd.",sec_edgar,,
ALUMINUM CORP OF CHINA LTD,sec_edgar,,
Piraeus Bank S.A.,sec_edgar,,
Don Quijote Holdings Co Ltd,sec_edgar,,
PT Bank Negara Indonesia (Persero) Tbk/ADR,sec_edgar,,
Prysmian S.p.A.,sec_edgar,,
"Yamaha Motor Co., Ltd.","sec_edgar,sec_edgar",,
NITTO DENKO CORP / ADR/,sec_edgar,,
Sino Biopharmaceutical Limited/ADR,sec_edgar,,
"JG Summit Holdings, Inc./ADR",sec_edgar,,
"Japan Exchange Group, Inc./ADR",sec_edgar,,
Unibail-Rodamco SE/ADR,sec_edgar,,
Mitsui Kinzoku Co Ltd./ADR,sec_edgar,,
Kose Corporation/ADR,sec_edgar,,
Misumi Group Inc./ADR,sec_edgar,,
Auto Trader Group plc/ADR,sec_edgar,,
Brunello Cucinelli S.p.A./ADR,sec_edgar,,
HACHIJUNI BANK LTD,"sec_edgar,sec_edgar",,
Balfour Beatty plc/ADR,"sec_edgar,sec_edgar",,
Alpine Auto Brokers Inc.,sec_edgar,,
"Apellis Pharmaceuticals, Inc.",sec_edgar,,
Mitsui Chemicals Inc,sec_edgar,,
Zealand Pharma A/S/ADR,sec_edgar,,
SINOPEC SHANGHAI PETROCHEMICAL CO LTD,sec_edgar,,
"Indofood Sukses Makmur, Tbk",sec_edgar,,
"Tri Pointe Homes, Inc.",sec_edgar,,
Disco Corporation/ADR,sec_edgar,,
Tokyo Tatemono Co Ltd,sec_edgar,,
Ryohin Keikaku Co/ADR,sec_edgar,,
ALSOK Co Ltd./ADR,"sec_edgar,sec_edgar",,
SOLENO THERAPEUTICS INC,sec_edgar,,
Triton International Ltd,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"Mister Car Wash, Inc.",sec_edgar,,
WISCONSIN ELECTRIC POWER CO,"sec_edgar,sec_edgar",,
CSG SYSTEMS INTERNATIONAL INC,sec_edgar,,
ComfortDelGro Corp Ltd,sec_edgar,,
Nihon Kohden Corporation/ADR,sec_edgar,,
Coronado Global Resources Inc.,sec_edgar,,
WILSON BANK HOLDING CO,sec_edgar,,
PT Bukit Asam Tbk/ADR,"sec_edgar,sec_edgar",,
DroneShield Ltd,sec_edgar,,
Thai Union Group Public Co Limited/ADR,"sec_edgar,sec_edgar,sec_edgar",,
ARYZTA AG (fka IAWS GROUP PLC),sec_edgar,,
SBO AG/ADR,sec_edgar,,
"Maiden Holdings, Ltd.","sec_edgar,sec_edgar",,
Chemring Group PLC/ADR,sec_edgar,,
GasLog Partners LP,"sec_edgar,sec_edgar,sec_edgar",,
"Sun Country Airlines Holdings, LLC",sec_edgar,,
GOLD RESERVE LTD,sec_edgar,,
"Enhabit, Inc.",sec_edgar,,
"Udemy, Inc.",sec_edgar,,
"Cantor Equity Partners III, Inc.",sec_edgar,,
MGX Resources Limited/ADR,sec_edgar,,
PureTech Health plc,"sec_edgar,sec_edgar",,
Entree Resources Ltd.,sec_edgar,,
Opthea Ltd,"sec_edgar,sec_edgar",,
CONNECTICUT LIGHT & POWER CO,"sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
River Financial Corp,sec_edgar,,
Motomova Inc,sec_edgar,,
MindMaze Therapeutics Holding SA,"sec_edgar,sec_edgar",,
"MARINE PRODUCTS GROUP, LLC",sec_edgar,,
Euronext Athens Holding S.A./ADR,sec_edgar,,
Beroni Group Ltd,sec_edgar,,
"CXJ GROUP CO., Ltd",sec_edgar,,
"EBR Systems, Inc.",sec_edgar,,
WonderFi Technologies Inc.,sec_edgar,,
Chesapeake Gold Corp,sec_edgar,,
"Lucent, Inc.",sec_edgar,,
"BBX Capital, Inc.","sec_edgar,sec_edgar",,
Cloopen Group Holding Ltd,sec_edgar,,
Outcrop Silver & Gold Corp,sec_edgar,,
"Creatd, Inc.",sec_edgar,,
Alpha One Inc.,sec_edgar,,
Sotherly Hotels Inc.,"sec_edgar,sec_edgar,sec_edgar",,
SECURITY FEDERAL CORP,sec_edgar,,
"TILE SHOP HOLDINGS, INC.",sec_edgar,,
ENDI Corp.,sec_edgar,,
"Bancorp 34, Inc.",sec_edgar,,
Athena Technology Acquisition Corp. II,"sec_edgar,sec_edgar,sec_edgar",,
CAPITAL PROPERTIES INC /RI/,sec_edgar,,
BANK OF SOUTH CAROLINA CORP,sec_edgar,,
"KBS Real Estate Investment Trust III, Inc.",sec_edgar,,
ARRAS MINERALS CORP.,sec_edgar,,
"Cullman Bancorp, Inc. /MD/",sec_edgar,,
F3 Uranium Corp.,sec_edgar,,
Piermont Valley Acquisition Corp,"sec_edgar,sec_edgar,sec_edgar",,
JOCOM HOLDINGS CORP.,sec_edgar,,
Golden Growers Cooperative,sec_edgar,,
Chain Bridge I,"sec_edgar,sec_edgar,sec_edgar",,
"HST Global, Inc.",sec_edgar,,
GRUPO TMM SAB,sec_edgar,,
"Hongchang International Co., Ltd",sec_edgar,,
Forian Inc.,sec_edgar,,
ASPAC II Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
"WM TECHNOLOGY, INC.","sec_edgar,sec_edgar",,
"Livento Group, Inc.",sec_edgar,,
NextSource Materials Inc.,sec_edgar,,
UNITED BANCSHARES INC/OH,sec_edgar,,
"1895 Bancorp of Wisconsin, Inc. /MD/",sec_edgar,,
TriLinc Global Impact Fund LLC,sec_edgar,,
"Kezar Life Sciences, Inc.",sec_edgar,,
CITIZENS HOLDING CO /MS/,sec_edgar,,
Graphex Group Ltd,"sec_edgar,sec_edgar",,
Medicenna Therapeutics Corp.,sec_edgar,,
"Vicapsys Life Sciences, Inc.",sec_edgar,,
New Zealand Oil & Gas Ltd/ADR,"sec_edgar,sec_edgar",,
"Retrieve Medical Holdings, Inc.",sec_edgar,,
WinVest Acquisition Corp.,"sec_edgar,sec_edgar,sec_edgar,sec_edgar",,
Avalon Advanced Materials Inc.,sec_edgar,,
SCANDIUM INTERNATIONAL MINING CORP.,sec_edgar,,
Gafisa S.A.,"sec_edgar,sec_edgar",,
"FrankSpeech Network, Inc.",sec_edgar,,
"ABRDN GLOBAL INCOME FUND, INC.",sec_edgar,,
"Generations Bancorp NY, Inc.",sec_edgar,,
Bio Essence Corp,sec_edgar,,
ANGLE plc,sec_edgar,,
"SALEM MEDIA GROUP, INC. /DE/",sec_edgar,,
illumin Holdings Inc.,sec_edgar,,
AUTOSCOPE TECHNOLOGIES CORP,sec_edgar,,
"Lightstone Value Plus REIT IV, Inc.",sec_edgar,,
"Cell Source, Inc.",sec_edgar,,
"High Sierra Technologies, Inc.",sec_edgar,,
OLD MARKET CAPITAL Corp,sec_edgar,,
"GOLDENWELL BIOTECH, INC.",sec_edgar,,
OCONEE FINANCIAL CORP,sec_edgar,,
Adastra Holdings Ltd.,sec_edgar,,
"RED METAL RESOURCES, LTD.",sec_edgar,,
"Latch, Inc.","sec_edgar,sec_edgar",,
"HALLMARK VENTURE GROUP, INC.",sec_edgar,,
"VWF Bancorp, Inc.",sec_edgar,,
Mirasol Resources Ltd,sec_edgar,,
Burcon NutraScience Corp,sec_edgar,,
"Anebulo Pharmaceuticals, Inc.",sec_edgar,,
"Blubuzzard, Inc.",sec_edgar,,
"Wilhelmina International, Inc.",sec_edgar,,
SAFEGUARD SCIENTIFICS INC,sec_edgar,,
Graphene & Solar Technologies Ltd,sec_edgar,,
"Zivo Bioscience, Inc.","sec_edgar,sec_edgar",,
Bioquest Corp,sec_edgar,,
HOOKIPA Pharma Inc.,sec_edgar,,
GLEN BURNIE BANCORP,sec_edgar,,
Sekur Private Data Ltd.,sec_edgar,,
HAMMER TECHNOLOGY HOLDINGS CORP.,sec_edgar,,
Tennessee Valley Authority,"sec_edgar,sec_edgar",,
Medicale Corp.,sec_edgar,,
BONSO ELECTRONICS INTERNATIONAL INC,sec_edgar,,
Curative Biotechnology Inc,sec_edgar,,
"Sustainable Green Team, Ltd.",sec_edgar,,
"MGT CAPITAL INVESTMENTS, INC.",sec_edgar,,
Atlantis Glory Inc.,sec_edgar,,
"SOUTHERN ITS INTERNATIONAL, INC.",sec_edgar,,
"Vemanti Group, Inc.",sec_edgar,,
"PINEAPPLE, INC.",sec_edgar,,
EVENTIKO INC.,sec_edgar,,
"Glucose Health, Inc.",sec_edgar,,
PSYCHEMEDICS CORP,sec_edgar,,
Predictmedix Inc.,sec_edgar,,
"VERDE BIO HOLDINGS, INC.",sec_edgar,,
TAITRON COMPONENTS INC,sec_edgar,,
CoJax Oil & Gas Corp,sec_edgar,,
